epoch,train_loss,eval_loss,eval_prec1,eval_prec5
0,4.628507376632983,4.554908077239991,2.03,9.56
1,4.172970913741714,3.5194763481140137,16.63,41.74
2,3.803122910891544,3.0423865970611574,24.54,53.95
3,3.454813161061149,2.6364804485321045,31.56,64.72
4,3.2392664734135823,2.230436823272705,40.47,73.82
5,3.0495987454388724,2.1823468927383423,41.47,75.34
6,2.846848945306297,2.033474326133728,45.73,77.34
7,2.77808947141894,1.863554426383972,48.9,80.58
8,2.653713089555845,1.728968804550171,53.63,83.46
9,2.5543845157769822,1.6845039958953858,54.05,83.49
10,2.5087323156728023,1.6166224964141847,55.58,84.77
11,2.4883867514423463,1.5699161262512207,57.11,85.53
12,2.425818324394324,1.5276975702285767,57.86,86.21
13,2.3896234627722475,1.4204951622009276,61.29,87.69
14,2.3981165736341294,1.478654532814026,58.78,86.76
15,2.3355492470969614,1.4592917337417604,60.25,87.22
16,2.277219542010035,1.3788005140304564,61.93,88.32
17,2.2954261533429468,1.35627023563385,62.96,88.89
18,2.263707706778669,1.359633322906494,62.41,88.64
19,2.2226015623186677,1.3320060955047608,63.27,89.17
20,2.1620594930862493,1.3210515497207642,63.12,89.45
21,2.2220973390012637,1.3103576761245728,64.74,89.76
22,2.172946693878931,1.2975687522888184,63.92,88.94
23,2.104226437710922,1.2698023262023925,64.67,89.62
24,2.1401948653323704,1.2895434844970703,64.32,89.44
25,2.110884096649942,1.2171576343536377,66.02,90.36
26,2.1637369962874202,1.2357407705307006,65.9,90.26
27,2.0692830498636763,1.1671497133255004,67.48,91.04
28,2.13205363655823,1.1917110473632813,67.22,91.03
29,2.0798922819151007,1.212077949142456,66.16,90.51
30,2.044629629000201,1.214601022529602,66.09,90.3
31,2.0164793255845046,1.2199620323181153,67.37,90.91
32,2.020978463596632,1.274848159790039,66.84,91.15
33,2.0284641460633615,1.2263974912643432,66.09,90.23
34,2.0442842797646907,1.264105223464966,67.19,90.9
35,1.9455179367572184,1.183228699684143,67.54,91.22
36,2.0450314705411543,1.3565147651672362,66.98,90.94
37,1.975365045510242,1.2734667560577393,67.13,90.35
38,2.0433839245886563,1.3284008743286133,66.72,90.89
39,1.9559673475394939,1.3671282077789306,66.45,90.64
40,1.9136000295454654,1.1722862371444702,67.6,91.12
41,1.9351157558254335,1.260178322982788,68.02,91.41
42,1.9502292723417587,1.267800489807129,68.11,91.59
43,1.9855774048806458,1.332474453353882,68.7,91.25
44,1.8813525658105614,1.1560510389328003,67.73,91.21
45,1.9243029870388602,1.2646282001495361,67.73,91.4
46,1.9635744242906266,1.1772422009468078,67.28,91.65
47,1.9775675385618026,1.1127445117950439,68.28,91.94
48,1.9640697027901224,1.3041953241348268,67.98,91.2
49,1.9001519390776582,1.1712862644195556,68.37,91.41
50,1.9018597468523912,1.1616098821640015,68.92,92.02
51,1.9172762240093588,1.1997758611679077,69.46,92.23
52,1.8984961637156264,1.182283137512207,69.62,92.11
53,1.872681100527242,1.2015769693374634,69.89,92.25
54,1.882077108653651,1.169742251777649,68.82,91.82
55,1.8767372363660766,1.112828178024292,69.58,91.94
56,1.8955898489826926,1.1120499332427978,70.01,92.32
57,1.8821705161533038,1.170268662929535,69.76,91.81
58,1.829314719127174,1.135219017791748,70.05,92.02
59,1.8881438791980816,1.2917230991363526,68.78,91.61
60,1.8284116320207084,1.1132444454193116,69.57,92.18
61,1.8394316440202516,1.0790720796585083,70.62,92.39
62,1.812147257575305,1.0703583702087403,70.36,92.64
63,1.7634109294902958,1.0576918281555177,70.1,92.8
64,1.8333317436726237,1.1607155357360839,69.77,92.15
65,1.8520208739898574,1.0947070894241333,70.22,92.21
66,1.7926990890472403,1.0822378723144532,70.85,92.42
67,1.8465855463518834,1.1751520895004273,70.7,92.76
68,1.8293841894854352,1.113268259048462,70.24,92.54
69,1.8330169542956138,1.1020813413619994,69.87,92.57
70,1.8323896645202222,1.1293575792312622,69.73,92.46
71,1.8302231762992283,1.0812481163024903,70.2,92.31
72,1.8005063992837937,1.085460237121582,70.81,92.67
73,1.7862015685565036,1.0813675065994264,70.2,92.14
74,1.7954118961561352,1.2310605348587036,71.46,92.22
75,1.825222523928299,1.120887786102295,70.33,92.56
76,1.8596421703028465,1.1938713165283203,70.36,92.26
77,1.749185735262005,1.1307221313476563,70.9,92.28
78,1.7812474917587031,1.132503765106201,69.78,91.98
79,1.825610737641856,1.1049243412017822,70.57,92.47
80,1.8369309808701162,1.217040011024475,69.81,92.56
81,1.7506175213678241,1.0927643501281739,70.34,92.77
82,1.8009388850532024,1.188520323753357,70.26,92.3
83,1.798897153856507,1.1638241947174073,70.95,92.72
84,1.7821893060482112,1.069589931678772,70.9,92.32
85,1.7288937673602305,1.1690392534255982,70.44,92.52
86,1.743026050501688,1.0392628890991211,71.69,92.88
87,1.7956388894177582,1.1868794813156127,70.45,91.87
88,1.7298524806349898,1.1487145492553712,72.17,92.79
89,1.7710144573991948,1.12450320148468,71.12,92.51
90,1.7693213175567255,1.1421385444641112,71.82,92.77
91,1.798944803839609,1.0558414169311523,71.48,92.88
92,1.6989017614329212,1.067480802154541,71.84,92.77
93,1.8162684031164753,1.0140234607696532,71.5,92.87
94,1.8164528457593367,1.0821967784881592,71.35,92.81
95,1.7611525558250052,1.1549860818862916,71.17,92.55
96,1.7923905605238013,1.063211901664734,71.19,93.03
97,1.758245914716574,1.0678746088027955,71.62,92.9
98,1.7578830599555897,1.0481513582229613,70.96,92.83
99,1.693994768488575,1.1630819751739503,71.36,93.05
100,1.765974765474146,1.0808181116104125,71.15,92.31
101,1.7404878701199031,1.0581061117172241,71.48,92.8
102,1.6755746333226658,1.180200295639038,70.64,92.63
103,1.6892833916539571,1.1044054470062257,71.83,93.02
104,1.7905499555466269,1.0957464784622193,70.93,92.48
105,1.7066846951632433,0.9850508350372315,71.97,92.99
106,1.6869775294952294,1.144887625312805,70.66,92.49
107,1.7779570452764,1.2659388645172118,71.41,92.9
108,1.72384468301005,1.0446327617645264,70.97,92.88
109,1.7478907761210516,1.0770197723388673,72.22,92.88
110,1.7043617436049385,1.128090450668335,72.11,92.61
111,1.6661979907911353,1.1521943105697632,70.79,92.17
112,1.7028918794419488,1.0749456382751466,71.19,92.39
113,1.7299800222493928,1.0716804515838623,71.86,92.82
114,1.7644824258572924,1.0903595813751221,70.37,92.25
115,1.7987070486960735,1.1875700231552124,71.78,92.51
116,1.7404324295197193,1.0887802110671998,72.33,92.82
117,1.7967545571766803,1.0225002750396728,72.11,92.84
118,1.7439725779082802,1.0899196453094482,71.78,93.01
119,1.7192497672787397,1.0843098964691162,71.06,92.52
120,1.709294911307043,1.1113089984893798,71.16,92.28
121,1.7144502701664703,1.0880082721710205,71.47,92.78
122,1.721920002094457,1.085941358947754,71.17,92.77
123,1.6792673128209865,1.0212540275573732,71.62,92.56
124,1.7590668287686289,1.094695062637329,72.62,92.66
125,1.7090509599515937,1.0169636316299437,72.0,92.9
126,1.6462873685604174,1.169163684654236,71.64,92.46
127,1.699082704840488,1.1264294757843019,71.1,92.56
128,1.6805762121985726,1.1982381227493286,71.24,92.48
129,1.7176043944917476,1.0687306436538697,71.07,92.58
130,1.731032378122535,1.0406971647262573,71.66,93.02
131,1.6655019384721788,1.2072221900939941,70.91,92.24
132,1.635609624785742,1.1277890241622925,70.6,92.22
133,1.7366792588243105,1.0488719458580018,72.97,92.63
134,1.7138168587422096,1.0880708854675294,70.94,92.82
135,1.7591433973074264,1.0791248723983764,71.25,92.57
136,1.6879487973703464,1.0319430486679078,72.25,93.01
137,1.687932925019771,1.0852712200164796,72.23,92.8
138,1.665257225917335,1.1186513980865478,71.89,93.0
139,1.7227720656025578,0.9971465110778809,72.5,93.06
140,1.7078573193195992,1.3420956104278565,69.92,91.96
141,1.6728344564248596,1.1967356729507446,71.4,92.62
142,1.7232901318888354,1.0368099850654602,72.81,92.87
143,1.6416072080367354,1.109083614063263,71.69,92.98
144,1.694430223576696,1.0207097255706787,73.23,93.31
145,1.6929434959928145,1.2521633642196655,71.47,92.21
146,1.6422924618791221,1.0874130796432495,71.75,92.81
147,1.726332025170784,0.9811393806457519,72.54,93.23
148,1.6551259600017196,1.0405405841827393,71.97,93.05
149,1.6599941930606026,0.9732159821510314,72.86,93.42
150,1.6631906681268378,1.1029410869598388,71.54,92.85
